order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,cumulative_days,order_date
3222693,127706,prior,4,4,13,4.0,18.0,2015-05-22
3164785,91248,prior,9,1,9,5.0,129.0,2015-03-18
2368528,204544,prior,43,1,12,11.0,316.0,2015-05-17
2105346,116457,prior,5,2,8,23.0,42.0,2014-11-05
468521,40482,prior,2,2,20,30.0,30.0,2015-05-25
3062228,112267,prior,8,0,9,13.0,73.0,2014-10-03
2816787,21513,prior,56,2,22,13.0,323.0,2015-05-24
2813624,73865,prior,5,1,15,16.0,45.0,2014-12-31
2307694,140432,prior,43,6,9,7.0,288.0,2015-04-16
1817342,41642,prior,33,3,15,12.0,251.0,2015-03-27
409097,86713,prior,28,3,11,7.0,338.0,2015-06-15
766449,185283,prior,5,5,10,20.0,102.0,2015-01-23
672303,26075,prior,26,0,21,6.0,212.0,2015-06-15
2738283,11767,prior,27,6,20,7.0,160.0,2015-04-28
2358365,199781,prior,6,0,6,7.0,56.0,2014-09-16
345398,8417,prior,78,3,19,4.0,325.0,2015-05-23
2630836,4122,test,41,1,8,7.0,357.0,2015-07-01
2844368,80771,train,6,5,10,14.0,60.0,2015-07-01
969799,51136,prior,8,0,14,8.0,62.0,2015-04-21
859425,143240,prior,21,4,10,6.0,157.0,2015-04-01
2581945,165687,prior,30,0,8,7.0,279.0,2015-06-24
1159106,189969,prior,14,0,17,6.0,179.0,2015-02-24
95801,148241,prior,6,0,11,30.0,123.0,2015-06-01
967273,198020,prior,2,6,17,28.0,28.0,2015-04-01
2515614,40301,prior,64,0,15,6.0,356.0,2015-06-24
39446,197536,prior,46,5,15,4.0,342.0,2015-06-23
213808,11128,prior,8,3,10,30.0,167.0,2015-04-27
2082355,135237,prior,32,3,14,18.0,339.0,2015-06-06
743136,163964,test,11,4,17,30.0,242.0,2015-07-01
2974126,107745,prior,6,1,0,19.0,49.0,2014-10-04
263784,169500,prior,8,1,10,30.0,150.0,2015-04-13
2116531,131913,prior,5,1,13,8.0,34.0,2014-11-18
1183871,182093,prior,3,2,15,30.0,60.0,2015-05-02
580816,142432,prior,20,2,21,25.0,257.0,2015-05-08
2208749,19595,prior,13,1,10,7.0,101.0,2015-04-20
864886,188574,prior,14,6,7,7.0,212.0,2015-02-19
3053253,20349,prior,12,3,10,27.0,169.0,2015-06-01
2394086,173057,prior,1,3,19,,0.0,2015-05-01
701474,147436,prior,4,1,18,3.0,23.0,2014-08-09
629368,100624,prior,8,1,11,14.0,104.0,2015-05-30
1001599,48160,prior,18,1,15,9.0,135.0,2015-01-01
932912,111879,prior,16,0,10,7.0,183.0,2015-01-19
1100170,61306,prior,49,5,12,4.0,228.0,2015-02-18
3217995,192500,prior,16,1,17,4.0,89.0,2015-06-08
389604,22299,prior,42,4,14,1.0,207.0,2015-03-18
3344640,187086,prior,2,5,14,2.0,2.0,2015-06-16
2672209,82429,prior,3,3,16,15.0,45.0,2014-09-19
2823729,10185,prior,3,1,11,30.0,35.0,2015-06-20
2865677,30662,prior,8,1,11,6.0,63.0,2015-04-22
3144293,193512,prior,19,3,17,24.0,233.0,2015-03-28
1030971,135922,test,62,0,18,4.0,361.0,2015-07-01
3214011,96442,prior,3,2,14,13.0,17.0,2014-08-22
480156,24578,prior,1,4,15,,0.0,2014-07-07
1375522,47884,prior,5,1,7,9.0,28.0,2015-05-02
3069327,195762,prior,2,3,16,3.0,3.0,2014-07-17
1986163,4557,prior,24,6,17,8.0,70.0,2014-09-29
154318,25813,prior,2,2,19,5.0,5.0,2015-03-04
1598659,41634,prior,7,1,20,13.0,39.0,2014-08-14
1220920,21646,prior,8,5,20,20.0,130.0,2015-01-13
1417362,39014,prior,1,2,7,,0.0,2015-03-17
250294,152182,prior,26,4,16,8.0,233.0,2015-06-07
391053,74590,prior,7,0,10,30.0,80.0,2014-11-30
546893,168783,prior,5,4,17,19.0,60.0,2015-06-12
485620,52957,test,10,2,14,30.0,256.0,2015-07-01
3388399,154670,prior,2,5,9,14.0,14.0,2015-05-27
819723,170666,prior,7,2,7,20.0,55.0,2015-06-15
3035528,91482,prior,1,0,12,,0.0,2015-03-31
1077640,201337,prior,5,1,15,2.0,70.0,2015-01-31
349009,34382,prior,16,5,17,4.0,106.0,2014-11-20
2203182,21068,prior,32,3,14,5.0,208.0,2015-01-26
1333178,61175,prior,8,6,12,7.0,55.0,2014-08-26
1257351,123962,prior,22,5,13,14.0,121.0,2014-11-17
1637564,101066,prior,5,5,13,30.0,81.0,2015-02-12
1079144,78696,prior,1,6,17,,0.0,2014-11-11
561269,42687,prior,12,3,16,3.0,59.0,2014-11-12
2971522,148567,prior,8,5,12,7.0,45.0,2015-06-11
1405047,196877,prior,59,6,13,1.0,201.0,2015-03-09
2465803,73256,prior,24,1,20,3.0,109.0,2014-11-27
672716,78159,prior,4,3,12,7.0,17.0,2014-09-28
1789044,199665,prior,1,2,10,,0.0,2015-02-07
968410,155568,prior,6,0,9,21.0,85.0,2015-03-18
1982656,155347,prior,3,3,15,21.0,49.0,2015-05-20
2133551,195408,train,4,5,9,9.0,35.0,2015-07-01
3359446,201947,prior,3,0,13,21.0,28.0,2015-01-31
1155473,113573,train,6,0,8,28.0,86.0,2015-07-01
1362594,3500,prior,26,6,19,15.0,183.0,2015-01-13
3201820,89840,prior,3,6,11,13.0,15.0,2015-06-26
679385,133767,prior,8,2,10,21.0,83.0,2015-05-21
